Gemeindenummer,Schulkenziffer,Trägerschaft,PLZ,Stadt/Gemeinde,Strasse,Bezeichnung der Schule,Telefon,Fax,Email,Internet,Klassen,Schüler/innen_insges,Schüler/innen_weibl,Schulkindergärten_Klassen,Schulkindergärten_Schüler/innen_insges,Schulkindergärten_Schüler/innen_weibl,Ganztagsschule_gebunden,Ganztagsschule_freiwillig,Ganztagsschule_keine,intern,Schultyp
4119,201041,öffentlich,66802,Überherrn,St. Oranna,Grundschule Berus,06836-2426,06836-684991,sekretariat@grundschule-berus.de,,8,146,69,-,-,-,,X,,1,Grundschule
4120,201011,öffentlich,66787,Wadgassen,Abteistraße 18a,Grundschule Wadgassen,06834-409428,06834-409433,gs-wadgassen@grundschule-wadgassen.de,,7,117,60,-,-,-,X,,,1,Grundschule
4120,201031,öffentlich,66787,Wadgassen,Friedhofstraße 10,Grundschule Differten/Werbeln,06834-61460,06834-697204,gs-differten@grundschule-differten-werbeln.de,,8,148,63,-,-,-,,X,,1,Grundschule
4120,201041,öffentlich,66787,Wadgassen-Hostenbach,Kaiserstraße 17 A,Grundschule Hostenbach-Schaffhausen,06834-490629,06834-49677,gs-hostenbach@grundschule-hostenbach-schaffhausen.de,,11,234,105,-,-,-,,X,,1,Grundschule
4121,201021,öffentlich,66798,Wallerfangen,Adolphshöhe 1,Grundschule Wallerfangen,06831-965199,06831-643422,gs-wallerfangen@gmx.de,www.grundschule-wallerfangen.de,8,143,77,-,-,-,,X,,1,Grundschule
4121,201031,öffentlich,66798,Wallerfangen-Gisingen,Gaustraße 22,Grundschule Wallerfangen-Gisingen,06837-91001,06837-7080051,gsgisingen@t-online.de,www.grundschule-gisingen.de,8,129,65,-,-,-,,X,,1,Grundschule
4122,201031,öffentlich,66359,Bous,Auf der Mühlenscheib,Grundschule Bous,06834-922215,06834-922217,grundschule@gs-bous.de,www.gs-bous.de,9,212,95,-,-,-,,X,,1,Grundschule
4123,201051,öffentlich,66806,Ensdorf,Parkstr.16,Grundschule Ensdorf,06831-506096,06831-507441,grundschule@gemeinde-ensdorf.de,,8,193,84,-,-,-,,X,,1,Grundschule
5111,101011,öffentlich,66450,Bexbach,Schillerstraße 8b,Grundschule Bexbach,06826 5959,06826-189680,grundschule_Bexbach@bexbach.de,,13,284,144,-,-,-,,X,,1,Grundschule
5111,101021,öffentlich,66450,Bexbach-Frankenholz,Pfarrer-Layes-Straße,Schillerschule Grundschule am Höcherberg,06826-800843,06826-800842,Schillerschule-Frankenholz@t-online.de,,5,95,43,-,-,-,,X,,1,Grundschule
5111,101051,öffentlich,66450,Bexbach-Oberbexbach,Am Kälberberg,Grundschule Oberbexbach,06826-6013,06826-800970,grundschule_oberbexbach@bexbach.de,,6,108,53,-,-,-,,X,,1,Grundschule
5112,201021,öffentlich,66440,Blieskastel-Lautzkirchen,Edith-Stein-Straße 4,"Grundschule Blieskastel, Kirchberg-Schlossberg",06842-3566,06842-538812,GS-Lautzkirchen@gmx.de,,8,178,96,-,-,-,,X,,1,Grundschule
5112,201071,öffentlich,66440,Blieskastel-Breitfurt,Griessackerweg 13,Grundschule Breitfurt/Blickweiler,06842-2474,06842-538148,gsbreitfurt@t-online.de,,8,152,72,-,-,-,,,X,1,Grundschule
5112,201081,öffentlich,66440,Bliesk. - Niederwürzbach,Kirkeler Straße 41,Grundschule am Würzbacher Weiher,06842-6183,06842-891750,gsniederwuerzbach@gmail.com,www.schule-am-würzbacher-weiher.de,8,162,79,-,-,-,,X,,1,Grundschule
5113,201021,öffentlich,66453,Gersheim-Medelsheim,Burgstraße 11,Grundschule Medelsheim,06844-324,06844-991273,gs-medelsheim@t-online.de,www.burgschule-medelsheim.de,5,88,32,-,-,-,,X,,1,Grundschule
5113,201031,öffentlich,66453,Gersheim-Reinheim,Grenzlandstraße 3,Grundschule Reinheim,06843-283,06843-902608,GS.Reinheim@t-online.de,www.grundschule-reinheim.de,8,149,77,-,-,-,,X,,1,Grundschule
5114,101021,öffentlich,66424,Homburg,Thomastraße 15,Grundschule Langenäcker,06841-78274,06841-756679,langenaecker@gs-homburg.de,,13,262,122,-,-,-,,X,,1,Grundschule
5114,101041,öffentlich,66424,Homburg-Bruchhof,Rosenstraße 22,Grundschule Bruchhof,06841-3219,06841-120565,bruchhof@gs-homburg.de,www.bruchhof.gs-homburg.de,8,151,72,-,-,-,,,X,1,Grundschule
5114,101051,öffentlich,66424,Homburg,Luitpoldstraße 9,Grundschule Luitpold,06841-78465,06841-757319,luitpold@gs-homburg.de,,13,276,137,-,-,-,,,X,1,Grundschule
5114,101061,öffentlich,66424,Homburg,Akazienweg 3,Grundschule Sonnenfeld,06841-9930070,06841-99300715,sonnenfeld@gs-homburg.de,,16,366,187,-,-,-,,,X,1,Grundschule
5114,101081,öffentlich,66424,Homburg-Einöd,Im Wieschen,Grundschule Einöd,06848-6366,06848-730009,einoed@gs-homburg.de,,9,225,122,-,-,-,,X,,1,Grundschule
5115,101021,öffentlich,66459,Kirkel-Limbach,Talstraße 1-3,Grundschule Limbach,06841-80583,06841-890134,gs-limbach@web.de,,9,198,90,-,-,-,,X,,1,Grundschule
5115,101031,öffentlich,66459,Kirkel-Neuhäusel,Friedhofstraße,Grundschule Kirkel-Neuhäusel,06849-325,06849-774,info@gs-kirkel.de,,7,141,65,-,-,-,,X,,1,Grundschule
5116,201031,öffentlich,66399,Mandelbachtal-Erfweiler-Ehlingen,Schützengasse 6,Arnold-Rütter-Schule der Gemeinde Mandelbachtal,06803-2758,,arnold-ruetter-schule@t-online.de,,8,167,77,-,-,-,,X,,1,Grundschule
5116,201051,öffentlich,66399,Mandelbachtal-Ormesheim,Theo - Carlen - Platz 4,Theo-Carlen-Schule der Gemeinde Mandelbachtal,06893-3881,06893-986104,theo-carlen-schule@web.de,,7,121,55,-,-,-,,X,,1,Grundschule
5117,201011,öffentlich,66386,St.Ingbert,Robert-Koch-Straße 4,Grundschule Albert-Weisgerber,06894-37565,06894-382419,AlbertWeisgerberSchule@st-ingbert.de,www.albert-weisgerber-schule.de,10,226,113,-,-,-,,X,,1,Grundschule
5117,201021,öffentlich,66386,St.Ingbert,Zur Rothell 20,Grundschule Rischbachschule,06894-34567,06894-385989,rischbachschule@st-ingbert.de,www.rischbachschule.de,12,280,155,-,-,-,,X,,1,Grundschule
5117,201071,öffentlich,66386,St.Ingbert-Rohrbach,Hochstraße 47,Grundschule Rohrbach Pestalozzischule,06894-52413,06894-959085,schulleitung@pestalozzischule-rohrbach.de,www.pestalozzischule-rohrbach.de,12,279,118,-,-,-,,,X,1,Grundschule
5117,201101,öffentlich,66386,St.Ingbert,Fidelisstraße,Grundschule Südschule,06894-6913,06894-870214,suedschule-igb@t-online.de,,12,284,144,-,-,-,,,X,1,Grundschule
5117,201112,privat,66386,St. Ingbert-Oberwürzbach,Hasenfelsstraße 12,Montessori Grundschule Am Hasenfels,06894/7710,06894-5823232,nicole-buschmann@gmx.de,www.hasenfelsschule.de,2,42,18,-,-,-,,X,,1,Grundschule
6111,201021,öffentlich,66629,Freisen-Oberkirchen,Rosenstr. 19 a,Grundschule Freisen/ Oberkirchen,06855-344,06855/184656,gs.freisen.oberkirchen@gmail.com,www.grundschule-freisen-oberkirchen.de,11,261,131,-,-,-,,X,,1,Grundschule
6112,101011,öffentlich,66646,Marpingen,Marienstraße 21a,Grundschule Marpingen,06853-9198590,06853-9198598,grundschule@marpingen.de,www.grundschule-marpingen.de,11,262,152,-,-,-,,X,,1,Grundschule
6113,201011,öffentlich,66640,Namborn,Goethestraße 8,"Grundschule Namborn, Marienschule",06854/90 895810,06854/90 895830,marienschule@namborn.de,,8,212,107,-,-,-,,X,,1,Grundschule
6114,201011,öffentlich,66625,Nohfelden-Gonnesweiler,Kirchstraße 6,Grundschule der Gemeinde Nohfelden,06852-802395,06852-802396,grundschule@nohfelden.de,www.grundschule-nohfelden.de,13,277,128,-,-,-,,X,,1,Grundschule
6115,201031,öffentlich,66620,Nonnweiler,Auf der Geig 12,Grundschule Nonnweiler,06873-7131,06873-992054,info@grundschule-nonnweiler.de,,12,247,130,-,-,-,,X,,1,Grundschule
6116,201021,öffentlich,66649,Oberthal,Schwimmbadstraße 35,Grundschule Oberthal,06854-802756,06854-802757,gsoberthal@schulnetz-saar.de,,9,179,100,-,-,-,,X,,1,Grundschule
6117,101021,öffentlich,66606,St.Wendel-Oberlinxweiler,Am Flur 12,Grundschule Oberlinxweiler,06851-2942,06851-840306,gs.olw@sankt-wendel.de,,7,121,61,-,-,-,,X,,1,Grundschule
6117,101051,öffentlich,66606,St.Wendel-Bliesen,Webergasse,Grundschule Bliesen,06854-8557,06854-803726,gs.bliesen@sankt-wendel.de,,8,143,74,-,-,-,,,X,1,Grundschule
6117,101061,öffentlich,66606,St. Wendel-Niederkirchen,Ebereschenstraße 18,Grundschule Niederkirchen,06856-404,06856-892140,gs.ndk@sankt-wendel.de,,5,112,50,-,-,-,,X,,1,Grundschule
6117,101071,öffentlich,66606,St. Wendel,Nikolaus-Obertreis-Straße,Grundschule Nikolaus-Obertreis,06851-3221,06851-839371,nos@sankt-wendel.de,,16,334,170,-,-,-,,X,,1,Grundschule
6118,101031,öffentlich,66636,Tholey-Hasborn-Dautweiler,Parkstraße 7-9,Grundschule Hasborn-Dautweiler,06853-6440,06853-892367,gs-hasborn@tholey.de,,8,204,108,-,-,-,,X,,1,Grundschule
6118,101051,öffentlich,66636,Tholey-Theley,Selbacher Straße 4,Grundschule Theley,06853-5020561,06853-5020562,gs-theley@tholey.de,,8,181,94,-,-,-,,X,,1,Grundschule
1100,118011,öffentlich,66115,Saarbrücken-Von der Heydt,Von der Heydt 9a,Förderschule soziale Entwicklung,0681-7535950,0681-75359520,sfevonderheydt@web.de,,13,148,15,-,-,-,,,X,2,Förderschule
1100,317011,öffentlich,66113,Saarbrücken,Ziegelstrasse,Förderschule Lernen,0681-47741,0681-498693,m.meyer@schuleamludwigsberg.de,,12,151,61,-,-,-,,,X,2,Förderschule
1100,317021,öffentlich,66126,Saarbrücken-Altenkessel,In den Grasgärten,Förderschule Lernen,06898-81826,06898-81821,schulleitung@schule-in-den-grasgaerten.de,,10,139,68,-,-,-,,,X,2,Förderschule
1100,317031,öffentlich,66125,Saarbrücken-Dudweiler,Schulstraße 93,Förderschule Lernen Dudweiler,0681-36155,0681-31230,mozartschule@web.de,,5,57,25,-,-,-,,,X,2,Förderschule
1100,420021,öffentlich,66125,Saarbrücken-Dudweiler,Winterbachsroth 9,Förderschule geistige Entwicklung,06897-952090,06897-9520905,Schule-Winterbachsroth@t-online.de,,10,73,32,-,-,-,,,X,2,Förderschule
1511,217011,öffentlich,66299,Friedrichsthal-Bildstock,Hofstraße 5a,Förderschule Lernen -Hofschule-,06897-88223,06897-88271,Hofschule@web.de,,8,91,36,-,-,-,,,X,2,Förderschule
1513,420011,öffentlich,66265,Heusweiler,Goethestraße 8,Förderschule geistige Entwicklung Heusweiler,06806 9949930,06806 9949939,sgmosel@t-online.de,,19,119,51,-,-,-,,,X,2,Förderschule
1515,121011,öffentlich,66346,Püttlingen,Köllertalstrasse 145,Förderschule körperliche und motorische Entwicklung,06806-46630,06806-46649,verwaltung@k-schule-puettlingen.de,,14,147,47,-,-,-,,,X,2,Förderschule
1518,227011,öffentlich,66280,Sulzbach-Neuweiler,Brennender-Berg-Str.,Förderschule Sprache Weierwiesschule,06897-3512,06897-567113,foerderschule-sprache@t-online.de,,24,248,62,-,-,-,,,X,2,Förderschule
1519,117011,öffentlich,66333,Völklingen-Geislautern,Friedhofstraße 9,Förderschule Lernen,06898-78235,06898-78286,sflvoelklingen@gmx.de,www.als-voelklingen.de,8,96,48,-,-,-,,,X,2,Förderschule
2112,217011,öffentlich,66679,Losheim am See/Niederlosheim,Im Schneppenbruch 14,"Förderschule Lernen, Schule Am Kappwald",06872-2992,06872-887596,schule-am-kappwald@web.de,,4,50,22,-,-,-,,,X,2,Förderschule
2113,117011,öffentlich,66663,Merzig-Brotdorf,Ringstrasse 3,Förderschule Lernen -Schule Auf der Wild-,06861-78461,06861-780907,schuleaufderwild@gmx.de,,8,110,42,-,-,-,,,X,2,Förderschule
2113,120011,öffentlich,66663,Merzig-Merchingen,Zum Broch 3,Förderschule geistige Entwicklung,06861-2668,06861-792656,schulezumbroch@t-online.de,www.schule-zum-broch.de,8,55,25,-,-,-,,,X,2,Förderschule
2116,217011,öffentlich,66687,Wadern-Noswendel,Am Wergkäulchen 22,Förderschule Lernen -Noswendel-,06871-2588,06871-921640,s-schule.noswendel@t-online.de,,5,52,13,-,-,-,,,X,2,Förderschule
3111,220012,privat,66571,Eppelborn-Dirmingen,Am Rotenberg 3,Private Förderschule geistige Entwicklung Rothenbergschule,06827-415,06827-3552,info@rothenbergschule.de,www.rothenbergschule.de,10,59,23,1,8,1,,,X,2,Förderschule
3112,217011,öffentlich,66557,Illingen-Uchtelfangen,Am Markt,Förderschule Lernen,06825-3344,06825-406433,kerpenschule@t-online.de,,7,78,35,-,-,-,,,X,2,Förderschule
3114,117011,öffentlich,66538,Neunkirchen,Jägermeisterpfad,Förderschule Lernen,06821-2906 0,06821-290640,schulleitung@schule-am-ziehwald.de,,6,63,22,-,-,-,,,X,2,Förderschule
3114,118012,privat,66538,Neunkirchen,Hardenbergstraße 2,Private Förderschule soziale Entwicklung,06821-860247,06821-860244,pallotti-schule@t-online.de,,17,128,15,-,-,-,,,X,2,Förderschule
3114,120011,öffentlich,66538,Neunkirchen,Jägermeisterpfad,Förderschule geistige Entwicklung,06821-29050,06821-290543,Biedersbergschule-nk@t-online.de,www.biedersbergschule.de,6,38,12,-,-,-,,,X,2,Förderschule
3115,220012,privat,66564,Ottweiler-Mainzweiler,Am Buehl 8,Private Förderschule geistige Entwicklung,06824-91107,06824-91109,info@ericcarle-schule.de,www.ericcarle-schule.de,8,62,31,2,14,9,,,X,2,Förderschule
4111,220012,privat,66763,Dillingen,Luisenstraße 4,Schule am Ökosee AWO Förderschule geistige Entwicklung,06831/767171,06831-767177,info@sfg-dillingen.de,de-de.facebook.com/schuleamoekosee.awo,8,42,15,-,-,-,,,X,2,Förderschule
4112,217011,öffentlich,66822,Lebach,An der Ziegelhütte 1,Förderschule Lernen,06881-3209,06881-53060,Sfl.Lebach@nett-mail.de,,6,69,35,-,-,-,,,X,2,Förderschule
4112,223011,öffentlich,66822,Lebach,Dillinger Straße 69,Förderschule für Gehörlose und Schwerhörige,06881-928311,06881-928309,sekretariat@hoerbehindertenschule-lebach.de,,14,98,43,-,-,-,,,X,2,Förderschule
4112,226011,öffentlich,66822,Lebach,Dillinger Straße 69,Förderschule für Blinde und Sehbehinderte,06881-928321,06881-928400,schulleitung@blindenschule-lebach.de,www.blindenschule-lebach.de,13,76,34,1,8,3,,,X,2,Förderschule
4115,117011,öffentlich,66740,Saarlouis,Zeughausstraße 32,Förderschule Lernen,06831-3843,06831-460035,sekretariat@afs-sls.de,,13,166,51,-,-,-,,,X,2,Förderschule
4115,118011,öffentlich,66740,Saarlouis,Adolf-Hetzler-Straße 3,Förderschule soziale Entwicklung,06831-61277,06831-964794,jhw-saarlouis@gmx.de,www.jhw-saarlouis.de,9,91,10,-,-,-,,,X,2,Förderschule
4116,120011,öffentlich,66793,Saarwellingen,Bahnhofstraße 269,Förderschule geistige Entwicklung,06838-983900,06838 983901,waldschule-saarwellingen@t-online.de,www.waldschule-saarwellingen.de,12,98,42,-,-,-,,,X,2,Förderschule
4118,117011,öffentlich,66773,Schwalbach,Alleestraße 20,Anne-Frank-Schule Saarlouis Dependance Schwalbach,06834-953900,06834-953901,schulleitung@sae-schwalbach.de,,4,43,21,-,-,-,,,X,2,Förderschule
5112,217011,öffentlich,66440,Blieskastel,Am Schloss 10 - 10a,Förderschule Lernen - Franz-Carl-Schule,06842-924328,06842-924317,fcs-blk@t-online.de,www.franz-carl-schule.de,4,41,14,-,-,-,,,X,2,Förderschule
5113,220012,privat,66453,Gersheim-Walsheim,Oben am Dorf 60,Anna Betzner Schule  Förderschule G in freier Trägerschaft,06843/809-0,06843-809-39,i.fuchs@haussonne.de,www.haussonne.de,7,35,12,-,-,-,,,X,2,Förderschule
5114,000001,öffentlich,66424,Homburg,Warburgring 80,Der Landesbeauftragte für den Krankenhaus- und Hausunterricht,06841-170092,06841-170096,UfKl-homburg@t-online.de,www.krankenhaus-und-Hausunterricht.de,13,261,101,1,1,0,,,X,2,Förderschule
5114,117011,öffentlich,66424,Homburg,Spandauer Straße,Förderschule Lernen,06841-972940,06841/9729430,siebenpfeifferschule@web.de,,7,79,26,-,-,-,,,X,2,Förderschule
5114,120011,öffentlich,66424,Homburg,Spandauer Straße,Förderschule geistige Entwicklung,06841-972940,,oberlinschule@web.de,,5,30,11,-,-,-,,,X,2,Förderschule
5114,121011,öffentlich,66424,Homburg,Universitätskliniken 84,Förderschule körperliche und motorische Entwicklung,06841-1627400,06841-1627514,schuleamwebersberg@uniklinikum-saarland.de,,15,135,52,-,-,-,,,X,2,Förderschule
5117,217011,öffentlich,66386,St. Ingbert,Zur Schnapphahner Dell 1,Förderschule Lernen,06894-9989920,06894-9989925,friedrich-helmut.singer@saarpfalz-kreis.de,,4,42,13,-,-,-,,,X,2,Förderschule
6113,220011,öffentlich,66640,Namborn-Baltersweiler,Am Hirtenbrunnen 7,Förderschule geistige Entwicklung,06851-3160,06851/839896,aenne-meier-schule@t-online.de,,8,48,20,-,-,-,,,X,2,Förderschule
6116,217011,öffentlich,66649,Oberthal,Schwimmbadstraße 39,Förderschule Lernen,06854-7314,06854-7230,schulleitungschroeder@sfz-lk-wnd.de,,9,101,37,-,-,-,,,X,2,Förderschule
6117,119011,öffentlich,66606,St. Wendel,Pestalozzistraße 7,Förderschule soziale Entwicklung - Wingert-Schule,06851-6870,06851-806370,Wingertschule@gmx.de,,11,79,11,-,-,-,,,X,2,Förderschule
1100,307042,privat,66121,Saarbrücken,Sachsenweg 3,Willi-Graf-Realschule,0681-6683512,0681-6683530,Willi-Graf-RS@t-online.de,,18,492,274,,,,,,X,3,Realschule
3114,108012,privat,66540,Neunkirchen-Wiebelskirchen,Prälat-Schütz-Straße 15,Maximilian-Kolbe-Schule,06821-95040,06821-950444,Maximilian-Kolbe.Schule@Bistum-Trier.de,www.maximilian-kolbe-schule.de,17,381,195,,,,,X,,3,Realschule
5117,207022,privat,66386,St. Ingbert,Auf der Meß 16,Albertus-Magnus-Realschule (privat),06894-2242,06894-3287,info@amr-igb.de,www.amr-igb.de,21,519,318,,,,,X,,3,Realschule
1100,350011,öffentlich,66121,Saarbrücken,Sachsenweg 8,Erweiterte Realschule Bruchwiese,0681/635032,0681-61598,PGoetten@ers-bruchwiese.de,www.ers-bruchwiese.de,5,112,55,,,,,,X,9,erweiterte Realschule
1100,350041,öffentlich,66127,Saarbrücken,Hauptstraße 53,Erweiterte Realschule Klarenthal,06898/37558,06898-935899,schulleitung@ers-klarenthal.de,,7,162,82,,,,,X,,9,erweiterte Realschule
1100,450021,öffentlich,66130,Saarbrücken,Saargemünder Straße 157,Erweiterte Realschule Güdingen,0681/8739715,0681-8739990,gems-guedingen@t-online.de,,5,115,48,,,,,X,,9,erweiterte Realschule
1100,450052,privat,66130,Saarbrücken-Fechingen,Schulstraße 30,Private Erweiterte Realschule des Don-Bosco-Schulvereins,0693 802759,06893 8010127,sekretariat@ers-herz-jesu.de,www.ers-herz-jesu.de,9,47,0,,,,,X,,9,erweiterte Realschule
1513,250011,öffentlich,66265,Heusweiler,Schillerstraße 65,Erweiterte Realschule Heusweiler,06806/6308,06806/6634,schulleitung@schiller-schule-heusweiler.de,www.schiller-schule-heusweiler.de,5,97,50,,,,,X,,9,erweiterte Realschule
1514,450011,öffentlich,66271,Kleinblittersdorf,Wintringer Straße 78,Erweiterte Realschule Kleinblittersdorf,06805/1445,06805-8427,sekretariat@ers-kleinblittersdorf.com,,5,102,55,,,,,X,,9,erweiterte Realschule
1515,150011,öffentlich,66346,Püttlingen,Pickardstraße 33,Erweiterte Realschule Püttlingen,06898/64421,06898-64431,pws@sanet.de,www.ers-puettlingen.de,6,140,66,,,,,,X,9,erweiterte Realschule
1516,250011,öffentlich,66287,Quierschied,Schulzentrum Taubenfeld,Erweiterte Realschule Quierschied,06897/62212,06897/63478,realquier@web.de,www.ersquierschied.de,6,112,49,,,,,X,,9,erweiterte Realschule
1518,250011,öffentlich,66280,Sulzbach,Parkstraße 10,Erweiterte Realschule Am Vopeliuspark Sulzbach,06897/952095-0,06897/952095-29,Roswitha.Bachinger@gbs-schulen.de,www.gems-vopeliuspark.de,6,113,47,,,,,X,,9,erweiterte Realschule
1519,150011,öffentlich,66333,Völklingen,Heinestraße 70,Erweiterte Realschule Am Sonnenhügel,06898 9149730,06898/296911,schulleitung@ers-sonnenhuegel.de,www.gemeinschaftsschule-voelklingen.de,8,195,84,,,,,X,,9,erweiterte Realschule
1519,150021,öffentlich,66333,Völklingen,Heinestraße 70,Hermann-Neuberger-Schule Erweiterte Realschule Völklingen,06898 9149730,06898/296911,schulleitung@hns-vk.de,www.hermann-neuberger-schule.de,3,76,34,,,,X,,,9,erweiterte Realschule
2111,250011,öffentlich,66701,Beckingen,Hindenburgstraße 19,Friedrich-Bernhard-Karcher-Schule Beckingen -Erweiterte Realschule-,06835/608190,06835/608199,info@fbks-beckingen.de,www.fbks-beckingen.de,6,101,50,,,,,X,,9,erweiterte Realschule
2113,150011,öffentlich,66663,Merzig,Von-Boch-Straße 75,Erweiterte Realschule Merzig,06861/770770,06861/7707729,ers-merzig@t-online.de,www.ers-merzig.de,7,165,82,,,,,X,,9,erweiterte Realschule
2116,250011,öffentlich,66687,Wadern,Gartenfeldstraße 23,Graf Anton Schule Wadern -Erweiterte Realschule-,06871/923020,06871-9230230,gaswadern@t-online.de,www.erswadern.de,7,158,73,,,,,X,,9,erweiterte Realschule
2117,250011,öffentlich,66709,Weiskirchen,Am Marktplatz 1,Eichenlaubschule Weiskirchen -Erweiterte Realschule-,06876/345,06876-7540,office@eichenlaubschule.de,www.eichenlaubschule.de,6,137,59,,,,,X,,9,erweiterte Realschule
3111,250011,öffentlich,66571,Eppelborn,Hellbergstraße 21,Erweiterte Realschule Eppelborn,06881/962127,06881-962129,ers.eppelborn@web.de,,7,129,55,,,,,,X,9,erweiterte Realschule
3112,250011,öffentlich,66557,Illingen,Schwarzer Weg 2,Erweiterte Realschule Illingen,06825/94200,06825-942011,,,7,153,75,,,,,,X,9,erweiterte Realschule
3113,250011,öffentlich,66589,Merchweiler,Bildstockstr. 127,Erweiterte Realschule Merchweiler - Max von der Grün Schule,06825/42261,06825-42262,sekretariat@gems-merchweiler.de,,5,99,48,,,,,x,,9,erweiterte Realschule
3114,150011,öffentlich,66538,Neunkirchen,Lutherstraße 2,Erweiterte Realschule Neunkirchen Stadtmitte und Wiebelskirchen,06821-999710,06821-9997130,stadtmitte@ers-neunkirchen.de,www.ers-neunkirchen.de,4,92,44,,,,,X,,9,erweiterte Realschule
3114,150021,öffentlich,66539,Neunkirchen,Pestalozzistraße,Erweiterte Realschule Neunkirchen -Wellesweiler,06821/94090,06821/940940,info@alex-deutsch-schule.de,www.alex-deutsch-schule.de,5,90,32,,,,,X,,9,erweiterte Realschule
3115,250011,öffentlich,66564,Ottweiler,Seminarstraße 56,Erweiterte Realschule Ottweiler,06824/5320,06824-4361,ahs-otw@web.de,www.anton-hansen-schule.de,5,86,49,,,,,X,,9,erweiterte Realschule
3117,150011,öffentlich,66583,Spiesen-Elversberg,Am Ring 39 a,Erweiterte Realschule Spiesen-Elversberg,06821/97000,06821/970013,v.burkhard@gems-spiesen-elversberg.de,www.gems-spiesen-elversberg.de,4,76,43,,,,,,X,9,erweiterte Realschule
4111,250011,öffentlich,66763,Dillingen,Industriestraße 29,Schule am Römerkastell Dillingen - Erweiterte Realschule,06831/9869600,06831-9869601,sekretariat@sar-dillingen.de,www.sar-dillingen.de,6,123,68,,,,,X,,9,erweiterte Realschule
4112,250011,öffentlich,66822,Lebach,Mottener Straße 52,Theeltalschule -Erweiterte Realschule- Lebach,06881/3065,06881/3025,ers.lebach@gmx.de,,3,67,33,,,,,,X,9,erweiterte Realschule
4112,250012,privat,66822,Lebach,Dillinger Straße 67,Nikolaus-Gross-Schule (Erweiterte Realschule),06881-91323,06881-91324,sekretariat@ngs-lebach.de,www.ngs-lebach.de,13,283,149,,,,,X,,9,erweiterte Realschule
4113,250011,öffentlich,66809,Nalbach,Josefstraße 11,Erweiterte Realschule,06838-983706,06838-983708,ERS-Nalbach@t-online.de,www.schule-am-litermont.de,6,110,48,,,,,,X,9,erweiterte Realschule
4114,350011,öffentlich,66780,Rehlingen-Siersburg,Beckinger Straße 38,Erweiterte Realschule Rehlingen-Siersburg,06835/92240,06835 922414,info@ers-rehlingen-siersburg.de,,5,96,55,,,,,X,,9,erweiterte Realschule
4115,150011,öffentlich,66740,Saarlouis,St. Nazairer Allee 6,Erweiterte Realschule I,06831/41878,06831-41898,schulleitung.sls1@gmail.com,www.ers1sls.de,3,62,37,,,,,X,,9,erweiterte Realschule
4115,150021,öffentlich,66740,Saarlouis,Kreuzbergstraße 87,Erweiterte Realschule II,06831-80056,06831-80057,sekretariat@mlksls.de,www.mlksls.de,5,118,52,,,,,,X,9,erweiterte Realschule
4116,150011,öffentlich,66793,Saarwellingen,An der Waldwies 2-4,Erweiterte Realschule Saarwellingen,06838/90060,06838-900620,braun@schule-an-der-waldwies.de,www.gems-ers-saarwellingen.de,5,85,42,,,,,X,,9,erweiterte Realschule
4117,250011,öffentlich,66839,Schmelz,Wilhelm-Busch-Straße 11,Erweiterte Realschule Schmelz,06887/2570,06887-887126,schulleitung@gems-schmelz.de,,6,110,65,,,,,X,,9,erweiterte Realschule
4118,150011,öffentlich,66773,Schwalbach,Weiherstraße 24a,Erweiterte Realschule Schwalbach,06834/953953,06834-953954,jgs@jgs-schwalbach.de,www.jgs-schwalbach.de,8,169,92,,,,,X,,9,erweiterte Realschule
4119,350011,öffentlich,66802,Überherrn,Comeniusstraße 22,Erweiterte Realschule Überherrn,06836/2531,06836-2031,erw.realschule.ueberherrn@t-online.de,www.erweiterte-Realschule-ueberherrn.de,6,138,64,,,,,,X,9,erweiterte Realschule
4121,350011,öffentlich,66798,Wallerfangen,Bungertstraße 30,Erweiterte Realschule Wallerfangen,06831/964585,06831-964594,schulleitung@schule-am-limberg.de,www.schule-am-limberg.de,5,103,59,,,,,X,,9,erweiterte Realschule
5112,250011,öffentlich,66440,Blieskastel,Schulzentrum,Erweiterte Realschule Blieskastel,06842/923760,06842/923766,gss-blieskastel@t-online.de,http://www.gss-blieskastel.de,6,131,53,,,,,X,,9,erweiterte Realschule
5114,150011,öffentlich,66424,Homburg,Virchowstraße 7,Erweiterte Realschule Homburg I,06841/92330,06841-923326,schulleiter.ers1-hom@saarpfalz-kreis.de,,5,112,64,,,,,,X,9,erweiterte Realschule
5114,150021,öffentlich,66424,Homburg,Cranachstraße 7,Erweiterte Realschule Homburg II,06841/972930,06841/9729321,bernd.jaehn@neue-sandrennbahn.de,,4,94,47,,,,,X,,9,erweiterte Realschule
5115,150011,öffentlich,66459,Kirkel-Limbach,Hauptstraße 75,Erweiterte Realschule Kirkel-Limbach,06841-980040,06841-980429,sekretariat.ers-lim@saarpfalz-kreis.de,www.erskirkel.de,4,88,52,,,,,X,,9,erweiterte Realschule
5116,250011,öffentlich,66399,Mandelbachtal,Vichter Straße 1,Erweiterte Realschule Mandelbachtal,06803/39000,06803/390020,christina.linz@saarpfalz-kreis.de,,3,58,22,,,,,X,,9,erweiterte Realschule
