X,Y,gml_id,Name,Schul_ID,Schulform,Schulicon,Adresse,Ort,bezirk,stadtteil,Telefon,FAX,rechtsform,internet,email,is_rebbz,name_rebbz,schueleranzahl,schueleranzahl_schuljahr
10.228071,53.4923,APP_HH_SCHULEN_DWH_63237,Luisen-Gymnasium Bergedorf,5848-0,Gymnasien,Gymnasien,Reinbeker Weg 76,21029 Hamburg,Bergedorf,Bergedorf,+49 40 428 93 45-0,+49 40 7 24 16-210,staatlich,http://www.halloluise.de,Luisen-Gymnasium-Bergedorf@bsb.hamburg.de,false,ReBBZ Bergedorf,1071,2013
10.203282,53.502647,APP_HH_SCHULEN_DWH_63238,Gymnasium Lohbrügge,5847-1,Gymnasien,Gymnasien,An der Twiete 23,21031 Hamburg,Bergedorf,Lohbrügge,+49 40 428 87-601,+49 40 428 87-6230,staatlich,http://www.gyloh.de,Gymnasium-Lohbruegge@bsb.hamburg.de,false,ohne ReBBZ,,
10.207499,53.504636,APP_HH_SCHULEN_DWH_63239,Gymnasium Lohbrügge,5847-0,Gymnasien,Gymnasien,Binnenfeldredder 5,21031 Hamburg,Bergedorf,Lohbrügge,+49 40 428 87-601,+49 40 428 87-6230,staatlich,http://www.gyloh.de,Gymnasium-Lohbruegge@bsb.hamburg.de,false,ReBBZ Bergedorf,1314,2013
9.966384,53.573401,APP_HH_SCHULEN_DWH_63240,Gymnasium Kaiser-Friedrich-Ufer,5846-0,Gymnasien,Gymnasien,Kaiser-Friedrich-Ufer 6,20259 Hamburg,Eimsbüttel,Eimsbüttel,+49 40 428 01 23 33,+49 40 428 01 19 56,staatlich,http://www.kaifu-gymnasium.de,Gymnasium-Kaiser-Friedrich-Ufer@bsb.hamburg.de,false,ReBBZ Eimsbüttel,982,2013
10.220188,53.493361,APP_HH_SCHULEN_DWH_63241,Hansa-Gymnasium Bergedorf,5845-0,Gymnasien,Gymnasien,Hermann-Distel-Straße 25,21029 Hamburg,Bergedorf,Bergedorf,+49 40 428 93 43-0,+49 40 428 93 43-50,staatlich,http://www.hansa-gymnasium.de,hansa-gymnasium-bergedorf@bsb.hamburg.de,false,ReBBZ Bergedorf,868,2013
9.984411,53.584877,APP_HH_SCHULEN_DWH_63242,Gymnasium Eppendorf,5844-0,Gymnasien,Gymnasien,Hegestraße 35,20249 Hamburg,Hamburg-Nord,Eppendorf,+49 40 428 972 - 0,+49 40 428 972 - 231,staatlich,http://www.gymnasium-eppendorf.de,Gymnasium-Eppendorf@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",912,2013
9.963566,53.58297,APP_HH_SCHULEN_DWH_63243,Gymnasium Hoheluft,5842-0,Gymnasien,Gymnasien,Christian-Förster-Straße 21,20253 Hamburg,Eimsbüttel,Hoheluft-West,+49 40 428 88 48 0,+49 40 428 88 48 10,staatlich,http://www.gymnasium-hoheluft.de,gymnasium-hoheluft@bsb.hamburg.de,false,ReBBZ Eimsbüttel,161,2013
9.806882,53.571401,APP_HH_SCHULEN_DWH_63244,Marion Dönhoff Gymnasium,5841-0,Gymnasien,Gymnasien,Willhöden 74,22587 Hamburg,Altona,Blankenese,+49 40 428 93 42-0,+49 40 428 93 42-15,staatlich,http://www.marion-doenhoff-gymnasium.de,marion-doenhoff-gymnasium@bsb.hamburg.de,false,ReBBZ Altona-West,825,2013
9.993345,53.438776,APP_HH_SCHULEN_DWH_63245,Alexander-von-Humboldt-Gymnasium,5840-0,Gymnasien,Gymnasien,Rönneburger Straße 50,21079 Hamburg,Harburg,Wilstorf,+49 40 428 96 18-0,+49 40 645 39 13 6,staatlich,http://www.avh.hamburg.de,alexander-von-humboldt-gymnasium@bsb.hamburg.de,false,ReBBZ Harburg,861,2013
9.967046,53.431558,APP_HH_SCHULEN_DWH_63246,Immanuel-Kant-Gymnasium,5839-0,Gymnasien,Gymnasien,Am Pavillon 15,21077 Hamburg,Harburg,Marmstorf,+49 40 428 9341-0,+49 40 428 9341-44,staatlich,http://www.immanuel-kant-gymnasium.de,Immanuel-Kant-Gymnasium@bsb.hamburg.de,false,ReBBZ Harburg,660,2013
10.194442,53.507851,APP_HH_SCHULEN_DWH_63247,Gymnasium Bornbrook,5838-0,Gymnasien,Gymnasien,Schulenburgring 4,21031 Hamburg,Bergedorf,Lohbrügge,+49 40 428 95 40,+49 40 428 95 41 9,staatlich,http://www.gymnasium-bornbrook.de,gymnasium-bornbrook@bsb.hamburg.de,false,ReBBZ Bergedorf,965,2013
10.159505,53.610599,APP_HH_SCHULEN_DWH_63248,Gymnasium Oldenfelde,5837-0,Gymnasien,Gymnasien,Birrenkovenallee 12,22143 Hamburg,Wandsbek,Rahlstedt,+49 40 428 86 63-01,+49 40 428 86 63-30,staatlich,http://www.gym-old.de,gymnasium-oldenfelde@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",988,2013
10.030985,53.669924,APP_HH_SCHULEN_DWH_63249,Gymnasium Heidberg,5835-0,Gymnasien,Gymnasien,Fritz-Schumacher-Allee 200,22417 Hamburg,Hamburg-Nord,Langenhorn,+49 40 428 9309-0,+49 40 428 9309-25,staatlich,http://www.gymnasium-heidberg.de/,gymnasium-heidberg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",978,2013
10.042729,53.599287,APP_HH_SCHULEN_DWH_63250,Margaretha-Rothe-Gymnasium,5834-0,Gymnasien,Gymnasien,Langenfort 5,22307 Hamburg,Hamburg-Nord,Barmbek-Nord,+49 40 428 86 86 0,+49 40 428 86 86 19,staatlich,http://www.mrg-online.de,margaretha-rothe-gymnasium@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",844,2013
10.155324,53.485591,APP_HH_SCHULEN_DWH_63251,Gymnasium Allermöhe,5832-0,Gymnasien,Gymnasien,Walter-Rothenburg-Weg 41,21035 Hamburg,Bergedorf,Neuallermöhe,+49 40 428 93 39-0,+49 40 428 93 39-10,staatlich,http://www.gymnasium-allermoehe.de,Gymnasium-Allermoehe@bsb.hamburg.de,false,ReBBZ Bergedorf,774,2013
9.80522,53.561021,APP_HH_SCHULEN_DWH_63252,Gymnasium Blankenese,5831-1,Gymnasien,Gymnasien,Kahlkamp 9,22587 Hamburg,Altona,Blankenese,+49 40 428 971-0,+49 40 428 971-244,staatlich,http://www.gymnasium-blankenese.de,gymnasium-blankenese@bsb.hamburg.de,false,ReBBZ Altona-West,,
9.807773,53.562694,APP_HH_SCHULEN_DWH_63253,Gymnasium Blankenese,5831-0,Gymnasien,Gymnasien,Oesterleystraße 27,22587 Hamburg,Altona,Blankenese,+49 40 428 971-0,+49 40 428 971-244,staatlich,http://www.gymnasium-blankenese.de,gymnasium-blankenese@bsb.hamburg.de,false,ReBBZ Altona-West,1009,2013
9.921171,53.550611,APP_HH_SCHULEN_DWH_63254,Gymnasium Altona,5830-1,Gymnasien,Gymnasien,Bleickenallee 5,22763 Hamburg,Altona,Ottensen,+49 40 428 970-0,+49 40 428 970-233,staatlich,http://www.gymaltona.de,Gymnasium-Altona@bsb.hamburg.de,false,ReBBZ Altona,229,2013
9.91647,53.551699,APP_HH_SCHULEN_DWH_63255,Gymnasium Altona,5830-0,Gymnasien,Gymnasien,Hohenzollernring 57/61,22763 Hamburg,Altona,Ottensen,+49 40 428 970-0,+49 40 428 970-233,staatlich,http://www.gymaltona.de,Gymnasium-Altona@bsb.hamburg.de,false,ReBBZ Altona,728,2013
9.960344,53.642071,APP_HH_SCHULEN_DWH_63256,Gymnasium Ohmoor,5829-0,Gymnasien,Gymnasien,Sachsenweg 76,22455 Hamburg,Eimsbüttel,Niendorf,+49 40 428 96 68-0,+49 40 5 55 89-110,staatlich,http://www.gymnasium-ohmoor.de,Gymnasium-Ohmoor@bsb.hamburg.de,false,ReBBZ Eimsbüttel,1272,2013
9.856689,53.573032,APP_HH_SCHULEN_DWH_63257,Lise-Meitner-Gymnasium,5825-0,Gymnasien,Gymnasien,Knabeweg 3,22549 Hamburg,Altona,Osdorf,+49 40 428 88 52 0,+49 40 428 88 52 33,staatlich,http://www.hh.schule.de/lmg,lise-meitner-gymnasium@bsb.hamburg.de,false,ReBBZ Altona-West,710,2013
9.892533,53.598479,APP_HH_SCHULEN_DWH_63258,Goethe-Gymnasium,5824-0,Gymnasien,Gymnasien,Rispenweg 28,22547 Hamburg,Altona,Lurup,+49 40 428 93 38-0,+49 40 428 93 38-40,staatlich,http://www.goethe-hamburg.de,goethe-gymnasium@bsb.hamburg.de,false,ReBBZ Altona-West,888,2013
9.969274,53.596776,APP_HH_SCHULEN_DWH_63259,Gymnasium Corveystraße,5823-0,Gymnasien,Gymnasien,Corveystraße 6,22529 Hamburg,Eimsbüttel,Lokstedt,+49 40 428 86 79 0,+49 40 428 86 79 31,staatlich,http://www.gymnasium-corveystrasse.de,gymnasium-corveystrasse@bsb.hamburg.de,false,ReBBZ Eimsbüttel,785,2013
10.082893,53.612764,APP_HH_SCHULEN_DWH_63260,Johannes-Brahms-Gymnasium,5822-0,Gymnasien,Gymnasien,Höhnkoppelort 24,22179 Hamburg,Wandsbek,Bramfeld,+49 40 428 8629-0,+49 40 428 8629-30,staatlich,http://www.johannes-brahms-gymnasium.de,Johannes-Brahms-Gymnasium@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",789,2013
9.977069,53.558015,APP_HH_SCHULEN_DWH_63261,Studienkolleg für ausländische Studierende,5821-0,Gymnasien,mehrere Schulen,Holstenglacis 6,20355 Hamburg,Hamburg-Mitte,St. Pauli,+49 40 428 986-00,+49 40 428 986-240,staatlich,http://www.studienkolleg-hamburg.de,Studienkolleg@bsb.hamburg.de,false,ReBBZ Mitte,512,2013
10.045637,53.576285,APP_HH_SCHULEN_DWH_63262,Hansa-Kolleg,5820-0,Gymnasien,Gymnasien,Von-Essen-Straße 82- 84,22081 Hamburg,Hamburg-Nord,Barmbek-Süd,+49 40 428 8621-0,+49 40 428 8621-14,staatlich,http://www.hansakolleg.de,Hansa-Kolleg@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-winterhude"">ReBBZ Winterhude</a>",235,2013
9.977069,53.558015,APP_HH_SCHULEN_DWH_63263,Abendschule Vor dem Holstentor,5819-0,Gymnasien,mehrere Schulen,Holstenglacis 6,20355 Hamburg,Hamburg-Mitte,St. Pauli,+49 40 428 986-01,+49 40 428 986-210,staatlich,http://www.as-holstentor.de,staatliches-abendgymnasium-holstentor@bsb.hamburg.de,false,ReBBZ Mitte,900,2013
10.017046,53.558041,APP_HH_SCHULEN_DWH_63264,Abendschule St. Georg,5818-0,Gymnasien,mehrere Schulen,Rostocker Straße 41,20099 Hamburg,Hamburg-Mitte,St. Georg,+49 40 428 974-21,+49 40 428 974-525,staatlich,http://www.agstgeorg.de,Staatliches-Abendgymnasium-St-Georg@bsb.hamburg.de,false,ReBBZ Mitte,817,2013
10.175435,53.651883,APP_HH_SCHULEN_DWH_63265,Walddörfer-Gymnasium,5816-0,Gymnasien,Gymnasien,Im Allhorn 45,22359 Hamburg,Wandsbek,Volksdorf,+49 40 428 969 30,+49 40 428 969 322,staatlich,https://wdg.hamburg.de/,walddoerfer-gymnasium@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",1133,2013
9.944164,53.45718,APP_HH_SCHULEN_DWH_63266,Heisenberg-Gymnasium,5814-0,Gymnasien,Gymnasien,Triftstraße 43,21075 Hamburg,Harburg,Eißendorf,+49 40 428 88-710,+49 40 428 88-7110,staatlich,http://www.heisenberg-gymnasium-hamburg.de,Heisenberg-Gymnasium@bsb.hamburg.de,false,ReBBZ Harburg,783,2013
9.87414,53.558048,APP_HH_SCHULEN_DWH_63267,Christianeum,5813-0,Gymnasien,Gymnasien,Otto-Ernst-Straße 34,22605 Hamburg,Altona,Othmarschen,+49 40 428 88-280,+49 40 428 88 28 31,staatlich,http://www.christianeum.org,christianeum@bsb.hamburg.de,false,ReBBZ Altona,1162,2013
10.151176,53.664505,APP_HH_SCHULEN_DWH_63268,Gymnasium Buckhorn,5812-0,Gymnasien,Gymnasien,Im Regestall 25,22359 Hamburg,Wandsbek,Volksdorf,+49 40 428 93 37-0,+49 40 428 93 37-38,staatlich,http://www.buckhorn.de/,Gymnasium-Buckhorn@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-nord-beratung/"">ReBBZ Wandsbek-Nord</a>",1084,2013
10.018584,53.632727,APP_HH_SCHULEN_DWH_63269,Gymnasium Alstertal,5811-0,Gymnasien,Gymnasien,Erdkampsweg 89,22335 Hamburg,Hamburg-Nord,Fuhlsbüttel,+49 40 428 95 50,+49 40 428 95 53 1,staatlich,http://www.gymnasium-alstertal.de,gymnasium-alstertal@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",524,2013
10.031401,53.62805,APP_HH_SCHULEN_DWH_63270,Albert-Schweitzer-Gymnasium,5810-0,Gymnasien,Gymnasien,Struckholt 27/29,22337 Hamburg,Hamburg-Nord,Ohlsdorf,+49 40 428 93 36-0,+49 40 428 93 36-17,staatlich,http://www.asg-hh.de,albert-schweitzer-gymnasium@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-nord-beratung/"">ReBBZ Nord</a>",1094,2013
9.752435,53.580394,APP_HH_SCHULEN_DWH_63271,Gymnasium Rissen,5809-0,Gymnasien,mehrere Schulen,Voßhagen 15,22559 Hamburg,Altona,Rissen,+49 40 428 93 14-0,+49 40 428 93 14-28,staatlich,http://www.gyri.de,gymnasium-rissen@bsb.hamburg.de,false,ReBBZ Altona-West,660,2013
10.013525,53.499768,APP_HH_SCHULEN_DWH_63272,Helmut-Schmidt-Gymnasium,5807-0,Gymnasien,Gymnasien,Krieterstraße 5,21109 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 87 70 1,+49 40 428 87 72 27,staatlich,http://www.helmut-schmidt-gymnasium.de,helmut-schmidt-gymnasium@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,813,2013
9.9476,53.547897,APP_HH_SCHULEN_DWH_63273,Struensee Gymnasium,5805-0,Gymnasien,mehrere Schulen,Struenseestraße 20,22767 Hamburg,Altona,Altona-Altstadt,+49 40 428 9686-0,+49 40 4279-71301,staatlich,http://www.struensee-gymnasium.de,struensee-gymnasium@bsb.hamburg.de,false,ReBBZ Altona,,
9.864,53.470075,APP_HH_SCHULEN_DWH_63274,Gymnasium Süderelbe,5803-0,Gymnasien,Gymnasien,Falkenbergsweg 5,21149 Hamburg,Harburg,Neugraben-Fischbek,+49 40 428 93 35-0,+49 40 428 93 35-50,staatlich,http://www.gymnasium-suederelbe.de,gymnasium-suederelbe@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",1012,2013
10.072875,53.57297,APP_HH_SCHULEN_DWH_63275,Matthias-Claudius-Gymnasium,5802-0,Gymnasien,Gymnasien,Witthöfftstraße 8,22041 Hamburg,Wandsbek,Wandsbek,+49 40 428 76 22 10,+49 40 428 76 22 22,staatlich,http://www.matthias-claudius-gymnasium.de,matthias-claudius-gymnasium@bsb.hamburg.de,false,"<a href=""http://www.hamburg.de/rebbz-wandsbek-sued-beratung/"">ReBBZ Wandsbek-Süd</a>",966,2013
9.965094,53.464968,APP_HH_SCHULEN_DWH_63276,Friedrich-Ebert-Gymnasium,5801-0,Gymnasien,Gymnasien,Alter Postweg 30/38,21075 Hamburg,Harburg,Heimfeld,+49 40 428 76 31 0,+49 40 428 76 31 22,staatlich,http://www.ebert-gymnasium.de,Friedrich-Ebert-Gymnasium@bsb.hamburg.de,false,ReBBZ Harburg,821,2013
10.12098,53.541148,APP_HH_SCHULEN_DWH_63277,Kurt-Körber-Gymnasium,5800-0,Gymnasien,mehrere Schulen,Pergamentweg 1,22117 Hamburg,Hamburg-Mitte,Billstedt,+4940 428 7648–30,+4940 428 7648–40,staatlich,http://www.kurt-koerber-gymnasium.de,Kurt-Koerber-Gymnasium@bsb.hamburg.de,false,ReBBZ Billstedt,538,2013
10.023946,53.486771,APP_HH_SCHULEN_DWH_63278,Schule an der Burgweide,5773-0,Grundschulen,Grundschulen,Karl-Arnold-Ring 13,21109 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 96 61-0,+49 40 333 99 46 22,staatlich,http://www.burgweide.de,schule-an-der-burgweide@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,282,2013
9.817189,53.471483,APP_HH_SCHULEN_DWH_63279,Schule Ohrnsweg,5768-0,Grundschulen,Grundschulen,Ohrnsweg 52,21149 Hamburg,Harburg,Neugraben-Fischbek,+49 40 428 96 17-0,+49 40 428 96 17-29,staatlich,http://www.ohrnsweg.de,schule-ohrnsweg@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",185,2013
10.014649,53.483066,APP_HH_SCHULEN_DWH_63280,Grundschule Stübenhofer Weg,5763-0,Grundschulen,Grundschulen,Stübenhofer Weg 20,21109 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 96 66-0,+49 40 750 60 22 2,staatlich,https://grundschule-stuebenhofer-weg.hamburg.de,grundschule-stuebenhofer-weg@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,301,2013
9.838573,53.46719,APP_HH_SCHULEN_DWH_63281,Schule Schnuckendrift,5762-0,Grundschulen,Grundschulen,Schnuckendrift 21,21149 Hamburg,Harburg,Neugraben-Fischbek,+49 40 428 96 16-0,+49 40 428 96 16-61,staatlich,http://www.schule-schnuckendrift.de,schule-schnuckendrift@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",273,2013
9.991512,53.511324,APP_HH_SCHULEN_DWH_63282,Schule Rotenhäuser Damm,5761-0,Grundschulen,Grundschulen,Rotenhäuser Damm 45,21107 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 96 65-0,+49 40 485 09 75 2,staatlich,http://www.schule-rhd.hamburg.de,schule-rotenhaeuser-damm@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,310,2013
9.864363,53.474575,APP_HH_SCHULEN_DWH_63283,Grundschule Neugraben - Offene Ganztagsgrundschule (GBS),5755-0,Grundschulen,Grundschulen,Francoper Straße 32,21147 Hamburg,Harburg,Neugraben-Fischbek,+49 40 428 96 15-0,+49 40 790 14 22 2,staatlich,http://www.grundschule-neugraben.de,grundschule-neugraben-off-ganztagsgs@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",263,2013
9.81099,53.516182,APP_HH_SCHULEN_DWH_63284,Schule Arp-Schnitger-Stieg,5753-0,Grundschulen,Grundschulen,Arp-Schnitger-Stieg 19,21129 Hamburg,Harburg,Neuenfelde,+49 40 428 96 58-0,+49 40 317 98 47 0,staatlich,http://www.schule-arp-schnitger-stieg.hamburg.de,schule-arp-schnitger-stieg@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",179,2013
9.893739,53.474386,APP_HH_SCHULEN_DWH_63285,Grundschule An der Haake,5749-1,Grundschulen,mehrere Schulen,Hausbrucher Bahnhofstraße 19,21147 Hamburg,Harburg,Hausbruch,+49 40 428 9334-0,+49 40 428 9334-48,staatlich,https://www.grundschule-an-der-haake.de,grundschule-an-der-haake@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",82,2013
9.886229,53.47695,APP_HH_SCHULEN_DWH_63286,Grundschule An der Haake,5749-0,Grundschulen,Grundschulen,Lange Striepen 51,21147 Hamburg,Harburg,Hausbruch,+49 40 428 9334-0,+49 40 428 9334-48,staatlich,https://www.grundschule-an-der-haake.de,grundschule-an-der-haake@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",311,2013
9.854175,53.475988,APP_HH_SCHULEN_DWH_63287,Ganztagsgrundschule Am Johannisland,5747-0,Grundschulen,Grundschulen,Am Johannisland 4,21147 Hamburg,Harburg,Neugraben-Fischbek,+49 40 428 88 43 0,+49 40 428 88 43 22,staatlich,http://www.ganztagsgrundschule-am-johannisland.hamburg.de,ganztagsgrundschule-am-johannisland@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",358,2013
9.981483,53.517151,APP_HH_SCHULEN_DWH_63288,Ganztagsschule Fährstraße,5744-0,Grundschulen,Grundschulen,Fährstraße 90,21107 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 76 29-0,+49 40 428 76 29-22,staatlich,http://schulefaehrstrasse.hamburg.de,ganztagsschule-faehrstrasse@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,268,2013
9.773474,53.529851,APP_HH_SCHULEN_DWH_63289,Schule Cranz,5743-0,Grundschulen,Grundschulen,Estebogen 3,21129 Hamburg,Harburg,Cranz,+49 40 7560200,+49 40 75602022,staatlich,http://www.schule-cranz.hamburg.de,schule-cranz@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",84,2013
10.01937,53.512133,APP_HH_SCHULEN_DWH_63290,Elbinselschule,5742-1,Grundschulen,Grundschulen,Rahmwerder Straße 3,21109 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 76 21 0,+49 40 428 76 21 1,staatlich,http://tzw.hamburg.de/elbinselschule-2,elbinselschule@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,90,2013
10.012863,53.500439,APP_HH_SCHULEN_DWH_63291,Elbinselschule,5742-0,Grundschulen,Grundschulen,Krieterstraße 2 b,21109 Hamburg,Hamburg-Mitte,Wilhelmsburg,+49 40 428 76 21 0,+49 40 428 76 21 1,staatlich,http://tzw.hamburg.de/elbinselschule-2,elbinselschule@bsb.hamburg.de,false,ReBBZ Wilhelmsburg,415,2013
9.893739,53.474386,APP_HH_SCHULEN_DWH_63292,Schule Nymphenweg,5723-1,Sonderschulen,mehrere Schulen,Hausbrucher Bahnhofstraße 19,21147 Hamburg,Harburg,Hausbruch,4 28 98 - 805,+49 40 428 98-8510,staatlich,http://www.schule-nymphenweg.hamburg.de,Schule-Nymphenweg@bsb.hamburg.de,false,"<a href=""http://www.frieda-stoppenbrink-schule.de"">ReBBZ Süderelbe</a>",32,2013
9.971022,53.441521,APP_HH_SCHULEN_DWH_63293,Schule Nymphenweg,5723-0,Sonderschulen,Sonderschulen,Nymphenweg 20,21077 Hamburg,Harburg,Marmstorf,4 28 98 - 805,+49 40 428 98-8510,staatlich,http://www.schule-nymphenweg.hamburg.de,Schule-Nymphenweg@bsb.hamburg.de,false,ReBBZ Harburg,78,2013
9.970502,53.439845,APP_HH_SCHULEN_DWH_63294,Schule Elfenwiese,5722-0,Sonderschulen,Sonderschulen,Elfenwiese 3,21077 Hamburg,Harburg,Marmstorf,+49 40 428 98-801,+49 40 428 98-8210,staatlich,http://www.schule-elfenwiese.hamburg.de,Schule-Elfenwiese@bsb.hamburg.de,false,ReBBZ Harburg,184,2013
9.957328,53.461264,APP_HH_SCHULEN_DWH_63295,Grundschule am Kiefernberg,5719-0,Grundschulen,Grundschulen,Weusthoffstraße 95,21075 Hamburg,Harburg,Heimfeld,+49 40 428 88 18 01,+49 40 428 88 18 26,staatlich,http://www.grundschule-am-kiefernberg.hamburg.de,grundschule-am-kiefernberg@bsb.hamburg.de,false,ReBBZ Harburg,394,2013
9.987149,53.426692,APP_HH_SCHULEN_DWH_63296,Schule Scheeßeler Kehre,5718-0,Grundschulen,Grundschulen,Scheeßeler Kehre 2,21079 Hamburg,Harburg,Sinstorf,+49 40 428 96 14-0,+49 40 428 96 14-22,staatlich,http://www.schulescheesselerkehre.de/,Schule-Scheesseler-Kehre@bsb.hamburg.de,false,ReBBZ Harburg,314,2013
10.03752,53.468622,APP_HH_SCHULEN_DWH_63297,Schule Neuland,5714-0,Grundschulen,Grundschulen,Neuländer Elbdeich 241,21079 Hamburg,Harburg,Neuland,+49 40 428 96 13-0,+49 40 428 96 13-22,staatlich,http://www.schule-neuland.de,schule-neuland@bsb.hamburg.de,false,ReBBZ Harburg,103,2013
9.96353,53.438463,APP_HH_SCHULEN_DWH_63298,Schule Marmstorf,5713-0,Grundschulen,Grundschulen,Ernst-Bergeest-Weg 54,21077 Hamburg,Harburg,Marmstorf,+49 40 428 96 12-0,+49 40 7 90 14-677,staatlich,http://www.schule-marmstorf.hamburg.de,Schule-Marmstorf@bsb.hamburg.de,false,ReBBZ Harburg,399,2013
9.973456,53.461718,APP_HH_SCHULEN_DWH_63299,Schule Kerschensteinerstraße,5710-0,Grundschulen,Grundschulen,Kerschensteinerstraße 16,21073 Hamburg,Harburg,Harburg,+49 40 428 88-390,+49 40 428 88 39 22,staatlich,http://www.schule-kersche.hamburg.de,schule-kerschensteinerstrasse@bsb.hamburg.de,false,ReBBZ Harburg,252,2013
9.988127,53.445525,APP_HH_SCHULEN_DWH_63300,Schule Kapellenweg,5708-0,Grundschulen,mehrere Schulen,Kapellenweg 63,21077 Hamburg,Harburg,Wilstorf,+49 40 428 86 94 0,+49 40 428 86 94 22,staatlich,http://www.schule-kapellenweg.hamburg.de,schule-kapellenweg@bsb.hamburg.de,false,ReBBZ Harburg,286,2013
10.007593,53.439052,APP_HH_SCHULEN_DWH_63301,Schule Rönneburg,5707-0,Grundschulen,Grundschulen,Kanzlerstraße 25,21079 Hamburg,Harburg,Rönneburg,+49 40 428 96 11-0,+49 40 701 06 57 5,staatlich,http://www.schule-roenneburg.hamburg.de,schule-roenneburg@bsb.hamburg.de,false,ReBBZ Harburg,317,2013
9.93534,53.44906,APP_HH_SCHULEN_DWH_63302,Schule In der Alten Forst,5706-0,Grundschulen,Grundschulen,In der Alten Forst 1,21077 Hamburg,Harburg,Eißendorf,+49 40 428 96 69-0,+49 40 70 38 57 575,staatlich,http://www.schuleinderaltenforst.de,schule-in-der-alten-forst@bsb.hamburg.de,false,ReBBZ Harburg,547,2013
9.955293,53.468544,APP_HH_SCHULEN_DWH_63303,Schule Grumbrechtstraße,5704-0,Grundschulen,Grundschulen,Grumbrechtstraße 63,21075 Hamburg,Harburg,Heimfeld,+49 40 428 96 09-0,+49 40 79 18 81-22,staatlich,http://www.schule-grumbrechtstrasse.de,Schule-Grumbrechtstrasse@bsb.hamburg.de,false,ReBBZ Harburg,536,2013
9.982173,53.4537,APP_HH_SCHULEN_DWH_63304,Schule Maretstraße,5703-0,Langformschulen,Langformschulen,Maretstraße 50,21073 Hamburg,Harburg,Harburg,+49 40 428 97-502,+49 40 428 97-5212,staatlich,http://www.maretstrasse.de,schule-maretstrasse@bsb.hamburg.de,false,ReBBZ Harburg,653,2013
9.965015,53.458829,APP_HH_SCHULEN_DWH_63305,Schule Dempwolffstraße,5701-0,Grundschulen,Grundschulen,Dempwolffstraße 7,21073 Hamburg,Harburg,Eißendorf,+49 40 428 96 08-0,+49 40 414 59 65 2,staatlich,http://www.schule-dempwolffstrasse.hamburg.de,schule-dempwolffstrasse@bsb.hamburg.de,false,ReBBZ Harburg,204,2013
