Schulart,Kreis,Ort,Schul-Nr.,Name,Bezeichnung,Straße,Plz,Ort,Tel-Nr.,Fax-Nr.,E-Mail,Internetadresse,Rechtsstatus,Beteiligung an schularübergreifendergreifender Orient.stufe,Ganztagsschule in,Schüler_insgesamt,weiblich,männlich,Deutsche,Ausländer,zusammen,dar. Deutsche,Elementarstufe,Primarstufe,Sekundarstufe I,Sekundarstufe II,Ober- und Werkstufe,Lehrkräfte Vollzeit,Lehrkräfte Teilzeit,pädagogische Fachkräfte Vollzeit,pädagogische Fachkräfte Teilzeit
Grundschule,"Bernkastel-Wittlich, LK",Morbach,15633,Blandine-Merten-Schule             ,Grundschule Morscheid              ,Laurentiusstr.19,54497,Morbach,	(06533)3145	,	(06533)959241	,	gsblandinemerten@gmx.de	,-,öffentliche Schule,N,-,55,27,28,55,-,-,-,-,55,-,-,-,4,1,-,-
Grundschule,"Bernkastel-Wittlich, LK",Mülheim (Mosel),15663,Grundschule Mülheim                ,-,Schulweg 4,54486,Mülheim (Mosel),	(06534)777	,	(06534)949822	,	grundschulemuelheim@yahoo.de	,http://www.grundschulemuelheim.de/,öffentliche Schule,N,Angebotsform,90,34,56,84,6,10,4,-,90,-,-,-,6,2,-,-
Grundschule,"Bernkastel-Wittlich, LK",Neumagen-Dhron,25455,St. Helena-Grundschule             ,-,Willemsstr. 55,54347,Neumagen-Dhron,	(06507)2615	,	06507/938543	,	gs.neumagen.dhron@t-online.de	,-,öffentliche Schule,N,-,74,42,32,64,10,16,6,-,74,-,-,-,4,2,-,-
Grundschule,"Bernkastel-Wittlich, LK",Osann-Monzel,16247,Grundschule Osann-Monzel           ,-,Bernkasteler Str. 10,54518,Osann-Monzel,	(06535)7329	,	(06535)933039	,	gsosann-monzel@t-online.de	,-,öffentliche Schule,N,-,80,45,35,78,2,2,-,-,80,-,-,-,3,2,-,-
Grundschule,"Bernkastel-Wittlich, LK",Piesport,16384,Grundschule Piesport               ,-,Schulstr. 16,54498,Piesport,	(06507)5115	,	(06507)938548	,	gs-piesport@t-online.de	,-,öffentliche Schule,N,Angebotsform,80,39,41,65,15,17,2,-,80,-,-,-,4,6,-,-
Grundschule,"Bernkastel-Wittlich, LK",Reil,25379,Grundschule Reil                   ,-,Schulstr. 19,56861,Reil,	(06542)2926	,	06542-2926	,	Grundschule-Reil@t.online.de	,-,öffentliche Schule,N,-,28,14,14,28,-,1,1,-,28,-,-,-,2,-,-,-
Grundschule,"Bernkastel-Wittlich, LK",Salmtal,24691,Grundschule Salmtal                ,-,Salmstr. 48,54528,Salmtal,	(06578)7271	,	06578/989164	,	sl@gssalmtal.de	,-,öffentliche Schule,N,-,86,44,42,81,5,6,1,-,86,-,-,-,2,4,-,-
Grundschule,"Bernkastel-Wittlich, LK",Sehlem,25095,Grundschule St. Rochus             ,-,Schulstr.,54518,Sehlem,	(06508)619	,	(06508)952124	,	sl@gssehlem.de	,http://www.gssehlem.de,öffentliche Schule,N,-,97,48,49,93,4,4,-,-,97,-,-,-,4,3,-,-
Grundschule,"Bernkastel-Wittlich, LK",Thalfang,17662,Grundschule Thalfang               ,-,In der Nah,54424,Thalfang,	(06504)95589-0	,	(06504)95589-8	,	grundschule.thalfang@gmx.de	,http://www.gs-thalfang.bildung-rp.de,öffentliche Schule,N,Angebotsform,148,85,63,142,6,14,8,-,148,-,-,-,9,2,-,-
Grundschule,"Bernkastel-Wittlich, LK",Traben-Trarbach  ,17719,Grundschule Traben-Trarbach        ,-,Allwies 20	,56841,Traben-Trarbach  ,	(06541)2380	,	06541/814828	,	slgstt@googlemail.com	,www.Grundschule-Traben-Trarbach.de,öffentliche Schule,N,Angebotsform,183,75,108,157,26,50,24,-,183,-,-,-,7,7,-,-
Grundschule,"Bernkastel-Wittlich, LK",Veldenz,18010,Grundschule Veldenz                ,-,Schulstr. 5,54472,Veldenz,	(06534)517	,	(06534)949825	,	GS-Veldenz@t-online.de	,-,öffentliche Schule,N,-,33,18,15,33,-,1,1,-,33,-,-,-,2,2,-,-
Grundschule,"Bernkastel-Wittlich, LK",Wintrich,18426,Grundschule Wintrich               ,-,Schulstr. 11,54487,Wintrich,	(06534)8326	,	(06534)949820	,	grundschule-wintrich@gmx.de	,-,öffentliche Schule,N,-,34,13,21,31,3,3,-,-,34,-,-,-,2,2,-,-
Grundschule,"Bernkastel-Wittlich, LK",Wittlich  ,18473,Georg-Meistermann-Grundschule      ,-,Lieserstr.,54516,Wittlich  ,	(06571)2528	,	(06571)2562	,	info@gm-grundschule.de	,http://www.gm-grundschule.de,öffentliche Schule,N,Angebotsform,212,114,98,178,34,134,100,-,212,-,-,-,14,3,-,-
Grundschule,"Bernkastel-Wittlich, LK",Wittlich  ,18486,Grundschule Friedrichstraße        ,-,Friedrichstr. 14,54516,Wittlich  ,	(06571)5119	,	(06571)265669	,	gs.friedrichstr.wittlich@t-online.de	,http://GSWittlich-Friedrichstr.bildung-rp.de,öffentliche Schule,N,Angebotsform,282,131,151,249,33,153,120,-,282,-,-,-,14,5,-,1
Grundschule,"Bernkastel-Wittlich, LK",Wittlich  ,18499,Grundschule Bombogen               ,-,Berlinger Str. 1,54516,Wittlich  ,	(06571)26181	,	(06571)951525	,	gs-bombogen@web.de	,http://www.gs-bombogen.jw2.de,öffentliche Schule,N,Angebotsform,110,47,63,104,6,52,46,-,110,-,-,-,4,6,-,-
Grundschule,"Bernkastel-Wittlich, LK",Wittlich  ,18503,Grundschule Wengerohr              ,-,Schulstr. 1,54516,Wittlich  ,	(06571)6011	,	(06571)265364	,	sl@gs-wengerohr.de	,http://www.gs-wengerohr.de,öffentliche Schule,N,-,83,38,45,79,4,38,34,-,83,-,-,-,2,5,-,-
Grundschule,"Bernkastel-Wittlich, LK",Zeltingen-Rachtig,26810,Grundschule Zeltingen-Rachtig      ,-,Sankt-Florentiner-Str. 8,54492,Zeltingen-Rachtig,	(06532)933131	,	(06532)933132	,	gszeltingen-rachtig@t-online.de	,http://www.gs-zeltingen-rachtig.bildung-rp.de,öffentliche Schule,N,-,125,65,60,119,6,14,8,-,125,-,-,-,8,2,1,1
Grundschule,"Birkenfeld, LK",Baumholder  ,11172,Grundschule Baumholder             ,Westrich                           ,Im Brühl 7,55774,Baumholder  ,	(06783)981130	,	(06783)981131	,	ghs.westrich@t-online.de	,-,öffentliche Schule,N,-,174,89,85,151,23,59,36,-,174,-,-,-,10,2,-,-
Grundschule,"Birkenfeld, LK",Birkenfeld  ,12420,Grundschule Birkenfeld             ,-,An den Gerbhäusern,55765,Birkenfeld  ,	(06782)99580	,	(06782)995858	,	gs_birkenfeld@web.de	,grundschule-birkenfeld@web.de,öffentliche Schule,N,Angebotsform,339,167,172,301,38,101,63,-,339,-,-,-,12,13,-,-
Grundschule,"Birkenfeld, LK",Brücken,25785,Grundschule Brücken                ,-,Schulstr. 12,55767,Brücken,	(06782)5377	,	(06782)981763	,	schulleitung-gs-bruecken@gmx.de	,-,öffentliche Schule,N,-,104,54,50,104,-,1,1,-,104,-,-,-,5,1,-,-
Grundschule,"Birkenfeld, LK",Fischbach,25948,Grundschule Fischbach              ,-,Hauptstr. 36,55743,Fischbach,	(06784)2544	,	900760	,	sl@gsfischbach.de	,http://www.grundschule-fischbach.de/,öffentliche Schule,N,-,73,36,37,72,1,1,-,-,73,-,-,-,2,5,-,-
Grundschule,"Birkenfeld, LK",Heimbach,13814,Grundschule Heimbach               ,-,In der Au 28,55779,Heimbach,	(06789)294	,	(06789)942202	,	gsheimbach@gmx.de	,-,öffentliche Schule,N,-,118,53,65,112,6,8,2,-,118,-,-,-,5,6,-,-
Grundschule,"Birkenfeld, LK",Hoppstädten-Weiersbach,25802,Grundschule Hoppstädten-           ,Weiersbach                         ,Schulstr. 13,55768,Hoppstädten-Weiersbach,	(06782)2566	,	(06782)988537	,	gs-hoppstaedten@t-online.de	,-,öffentliche Schule,N,-,110,46,64,102,8,30,22,-,110,-,-,-,6,4,-,-
Grundschule,"Birkenfeld, LK",Idar-Oberstein  ,10825,Grundschule                        ,Algenrodt                          ,Weihergasse 20,55743,Idar-Oberstein  ,	(06781)64750	,	(06781)64759	,	gs-algenrodt@idar-oberstein.de	,http://www.Grundschule-Algenrodt.de,öffentliche Schule,N,Angebotsform,114,58,56,102,12,23,11,-,114,-,-,-,7,1,-,-
Grundschule,"Birkenfeld, LK",Idar-Oberstein  ,11305,Oberstein                          ,Oberstein                          ,Wüstenfeldstraße 50,55743,Idar-Oberstein  ,	(06781)64780	,	(06781)64789	,	gs-oberstein@idar-oberstein.de	,-,öffentliche Schule,N,Angebotsform,217,103,114,191,26,47,21,-,217,-,-,-,13,3,-,-
Grundschule,"Birkenfeld, LK",Idar-Oberstein  ,13514,Grundschule Göttschied             ,Göttschied                         ,Eichenwaldstr. 1,55743,Idar-Oberstein  ,	(06781)64760	,	06781 64765	,	gs-goettschied@idar-oberstein.de	,http://gs-goettschied.bildung-rp.de/,öffentliche Schule,N,-,106,52,54,101,5,41,36,-,106,-,-,-,5,4,-,-
Grundschule,"Birkenfeld, LK",Idar-Oberstein  ,18803,Grundschule                        ,Idarbachtal                        ,Alte Poststr. 59,55743,Idar-Oberstein  ,	(06781)64740	,	(06781)64749	,	gs-idarbachtal@idar-oberstein.de	,http://www.idarbachtalschule.de,öffentliche Schule,N,Angebotsform,246,131,115,224,22,33,11,-,246,-,-,-,12,7,-,-
Grundschule,"Birkenfeld, LK",Idar-Oberstein  ,20707,Grundschule                        ,Idar                               ,Pestalozzistraße 2	,55743,Idar-Oberstein  ,	(06781)64730	,	06783-6473	,	gs-idar@idar-oberstein.de	,-,öffentliche Schule,N,Angebotsform,164,74,90,154,10,62,52,-,164,-,-,-,8,5,-,-
Grundschule,"Birkenfeld, LK",Idar-Oberstein  ,25922,Grundschule                        ,Auf der Bein                       ,Auf der Bein 5,55743,Idar-Oberstein  ,	(06781)64770	,	(06781)64776	,	gs-aufderbein@idar-oberstein.de	,-,öffentliche Schule,N,Angebotsform,171,86,85,166,5,13,8,-,171,-,-,-,6,8,-,-
Grundschule,"Birkenfeld, LK",Kempfeld,26583,Grundschule Wildenburg             ,-,Wildenburgstr.,55758,Kempfeld,	(06786)1766	,	(06786)950223	,	GSWildenburg@gmx.de	,http://www.grundschule-Wildenburg.de/,öffentliche Schule,N,Angebotsform,185,93,92,183,2,2,-,-,185,-,-,-,9,6,-,-
Grundschule,"Birkenfeld, LK",Niederbrombach,11049,Grundschule Niederbrombach         ,-,Hauptstr. 2,55767,Niederbrombach,	(06787)981200	,	(06787)981207	,	ghsniederbrombach@freenet.de	,http://gs-niederbrombach.bildung-rp.de,öffentliche Schule,N,-,119,58,61,117,2,2,-,-,119,-,-,-,6,3,-,-
Grundschule,"Birkenfeld, LK",Oberreidenbach,25952,Grundschule Reidenbachtal          ,-,Hauptstr. 25,55758,Oberreidenbach,	(06788)7131	,	(06788)942051	,	GS-Reidenbachtal@web.de	,http://gs-reidenbachtal.bildung-rp.de/,öffentliche Schule,N,-,63,33,30,63,-,-,-,-,63,-,-,-,3,3,-,-
Grundschule,"Birkenfeld, LK",Rhaunen,16701,Grundschule Idarwald               ,-,Am Sonnenschlicher 5,55624,Rhaunen,	(06544)99911-13	,	(06544)999119	,	schulleitung@gsidarwald.de	,http://www.gsidarwald.de,öffentliche Schule,N,Angebotsform,196,96,100,192,4,5,1,-,196,-,-,-,9,6,-,-
Grundschule,"Cochem-Zell, LK",Alf,11768,Grundschule Alf                    ,-,Mühlenstr. 5,56859,Alf,	(06542)22374	,	(06542)961828	,	schulealf@googlemail.com	,-,öffentliche Schule,N,-,37,22,15,35,2,2,-,-,37,-,-,-,2,1,-,-
Grundschule,"Cochem-Zell, LK",Blankenrath,27394,Grundschule                        ,Blankenrath                        ,Waldstr.,56865,Blankenrath,(06545)91217100,-,mail@grs-blankenrath.de,http://www.grs-blankenrath.de,öffentliche Schule,N,Angebotsform,158,73,85,152,6,23,17,-,158,-,-,-,4,5,-,-
Grundschule,"Cochem-Zell, LK",Brohl,21642,Grundschule Forster Kirchspiel     ,-,Schulstr. 8,56754,Brohl,	(02672)8272	,	(02672)912154	,	gs-forster-kirchspiel@web.de	,-,öffentliche Schule,N,-,66,27,39,66,-,-,-,-,66,-,-,-,3,3,-,-
Grundschule,"Cochem-Zell, LK",Bruttig-Fankel,21008,Petrus-Mosellanus-Schule           ,Grundschule                        ,Birkenweg 16,56814,Bruttig-Fankel,	(02671)8664	,	(02671)605700	,	petrusm@web.de	,http://www.gs-bruttig-fankel.de/,öffentliche Schule,N,-,59,31,28,57,2,2,-,-,59,-,-,-,3,2,-,-
Grundschule,"Cochem-Zell, LK",Büchel,12690,Grundschule Büchel                 ,-,Schulstr. 2,56823,Büchel,	(02678)228	,	(02678)953651	,	GS-Buechel@freenet.de	,http://www.grundschule.buechel.de,öffentliche Schule,N,-,47,21,26,47,-,2,2,-,47,-,-,-,2,2,-,-
Grundschule,"Cochem-Zell, LK",Bullay,12747,Grundschule Bullay                 ,-,Lindenplatz 4,56859,Bullay,	(06542)22020	,	(06542)961695	,	gbullay@rz-online.de	,http://www.gs-bullay.de,öffentliche Schule,N,-,83,33,50,78,5,16,11,14,69,-,-,-,4,1,-,1
Grundschule,"Cochem-Zell, LK",Cochem  ,12793,Grundschule Cochem                 ,-,Jahnstr. 21,56812,Cochem  ,	(02671)97640	,	(02671)976421	,	grundschulecochem@t-online.de	,http://www.grundschule-cochem.de,öffentliche Schule,N,Angebotsform,155,75,80,132,23,26,3,-,155,-,-,-,8,6,-,2
Grundschule,"Cochem-Zell, LK",Dohr,21355,Grundschule Cochem-Dohr            ,-,Hauptstr. 11,56812,Dohr,	(02671)7177	,	(02671)605288	,	gscoc-dohr@freenet.de	,-,öffentliche Schule,N,-,71,37,34,68,3,21,18,-,71,-,-,-,3,2,-,-
Grundschule,"Cochem-Zell, LK",Düngenheim,27184,Grundschule St. Martin             ,-,St. Martin-Str. 33,56761,Düngenheim,	[02653] 598-270	,	[02653] 598 279	,	stmartin@stmartin-dku.de	,http://www.stmartin-dku.de,private Schule,N,-,130,65,65,130,-,-,-,-,130,-,-,-,7,2,-,5
Grundschule,"Cochem-Zell, LK",Ediger-Eller,10871,Grundschule                        ,Ediger-Eller                       ,Paulusstr. 48,56814,Ediger-Eller,	(02675)343	,	(02675)910128	,	ghsediger-eller@freenet.de	,-,öffentliche Schule,N,Angebotsform,70,33,37,67,3,4,1,-,70,-,-,-,4,1,-,-
Grundschule,"Cochem-Zell, LK",Ellenz-Poltersdorf,21204,St. Sebastianus-Schule             ,Grundschule                        ,Schulstr. 32,56821,Ellenz-Poltersdorf,	(02673)1670	,	(02673)1670	,	gs-ellenz-poltersdorf@web.de	,-,öffentliche Schule,N,-,49,23,26,45,4,4,-,-,49,-,-,-,3,3,-,-
Grundschule,"Cochem-Zell, LK",Hambuch,21372,Grundschule Hambuch-Gamlen         ,-,Schulstr. 2a,56761,Hambuch,	(02653)1409	,	(02653)9119093	,	grundschule.hambuch-gamlen@kaisersesch.de	,http://www.gs-hambuch-gamlen.bildung-rp.de,öffentliche Schule,N,-,81,36,45,81,-,-,-,-,81,-,-,-,4,3,-,-
Grundschule,"Cochem-Zell, LK",Kaisersesch,20617,Kurfürst-Balduin-Schule            ,Grundschule                        ,Im Haag,56759,Kaisersesch,	(02653)8911	,	(02653)910939	,	grundschule.kaisersesch@kaisersesch.de	,http://www.grundschule-kaisersesch.de,öffentliche Schule,N,Angebotsform,135,67,68,129,6,27,21,-,135,-,-,-,9,5,-,1
Grundschule,"Cochem-Zell, LK",Klotten,14643,Alois-Thomas-Grundschule           ,-,Hauptstr. 26,56818,Klotten,	(02671)7833	,	(02671)7833	,	gsklotten@freenet.de	,http://freenet-homepage.de/grundschuleklotten/,öffentliche Schule,N,-,14,9,5,11,3,5,2,-,14,-,-,-,-,4,-,-
Grundschule,"Cochem-Zell, LK",Landkern,15017,Grundschule Landkern               ,-,Hauptstr. 25,56814,Landkern,	(02653)6919	,	(02653)911646	,	schulverband-landkern@kaisersesch.de	,http://schulverband-landkern.bildung-rp.de,öffentliche Schule,N,-,85,41,44,85,-,-,-,-,85,-,-,-,4,2,-,-
Grundschule,"Cochem-Zell, LK",Lieg,22509,Wendelinus-Grundschule             ,-,Schulstr. 9,56290,Lieg,	(02672)1830	,	(02672)912622	,	gs-lieg@gmx.de	,-,öffentliche Schule,N,-,24,12,12,24,-,-,-,-,24,-,-,-,1,1,-,-
Grundschule,"Cochem-Zell, LK",Lutzerath,22556,Grundschule Lutzerath              ,-,Schulstr. 2,56826,Lutzerath,	(02677)422	,	(02677)910045	,	RGS.Vulkaneifel@t-online.de	,http://www.grundschule-Lutzerath.de,öffentliche Schule,N,Angebotsform,192,93,99,182,10,15,5,-,192,-,-,-,9,6,-,-
Grundschule,"Cochem-Zell, LK",Masburg,15380,Schieferland-Grundschule           ,Laubach-Masburg                    ,Bergstraße 2a	,56759,Masburg,	(02653)1323	,	(02653)910943	,	schieferland-gs@kaisersesch.de	,-,öffentliche Schule,N,-,72,35,37,71,1,3,2,-,72,-,-,-,6,1,-,-
Grundschule,"Cochem-Zell, LK",Mittelstrimmig,24541,Grundschule Strimmiger Berg        ,-,Schulstr. 23,56858,Mittelstrimmig,	(06545)8946	,	(06545)911505	,	gsstrimmig@gmx.de	,-,öffentliche Schule,N,-,39,12,27,39,-,1,1,-,39,-,-,-,1,3,-,-
Grundschule,"Cochem-Zell, LK",Müden (Mosel),24658,Grundschule Müden                  ,-,Görresstr. 38,56254,Müden (Mosel),	(02672)911812	,	(02672)911813	,	gsmueden@gmx.de	,http://treis-karden.de/schulen/grundschule_josef_goerres_schule_mueden,öffentliche Schule,N,-,15,6,9,15,-,-,-,-,15,-,-,-,2,-,-,-
Grundschule,"Cochem-Zell, LK",Pünderich,12627,Grundschule Briedel-Pünderich      ,-,Bahnhofstr. 2,56862,Pünderich,	(06542)21080	,	(06542)961698	,	gbriedel@rz-online.de	,-,öffentliche Schule,N,-,34,19,15,33,1,1,-,-,34,-,-,-,2,2,-,-
Grundschule,"Cochem-Zell, LK",Ulmen,23550,Grundschule Ulmen                  ,-,Bahnhofstr. 37,56766,Ulmen,	(02676)8177	,	(02676)951784	,	buero@grundschule-ulmen.de	,-,öffentliche Schule,N,Angebotsform,165,77,88,157,8,74,66,-,165,-,-,-,8,6,-,-
Grundschule,"Cochem-Zell, LK",Zell (Mosel)  ,18589,Grundschule Zell                   ,-,Plänterstr. 42,56856,Zell (Mosel)  ,	(06542)901537	,	(06542)901538	,	gs.zell@t-online.de	,http://www.grundschule-zell.de,öffentliche Schule,N,Angebotsform,129,66,63,104,25,43,18,-,129,-,-,-,8,5,-,-
Grundschule,Donnersbergkreis,Alsenz,27288,Nordpfalzschule-Grundschule        ,-,Am Sportfeld 4,67821,Alsenz,	(06362)993085	,	(06362)4581	,	info@nordpfalzschule.de	,http://www.nordpfalzschule.de,öffentliche Schule,N,-,82,38,44,67,15,15,-,-,82,-,-,-,4,2,-,1
Grundschule,Donnersbergkreis,Bolanden,12540,Grundschule Bolanden               ,Dannenfels                         ,Im Goschental,67295,Bolanden,	(06352)5079	,	(06352)702716	,	gs.bolanden@yahoo.de	,http://www.grundschule-bolanden-dannenfels.de,öffentliche Schule,N,Angebotsform,140,64,76,137,3,14,11,-,140,-,-,-,7,6,-,1
Grundschule,Donnersbergkreis,Eisenberg (Pfalz)  ,20963,Grundschule Eisenberg              ,-,Schulstr. 12,67304,Eisenberg (Pfalz)  ,	(06351)122520	,	(06351)122529	,	info@gseisenberg.de	,http://www.gseisenberg.de,öffentliche Schule,N,Angebotsform,399,189,210,368,31,159,128,-,399,-,-,-,20,13,2,2
Grundschule,Donnersbergkreis,Gerbach,23997,Grundschule Gerbach                ,-,Wiesenstr. 7,67813,Gerbach,	(06361)1303	,	(06361)459197	,	Schule.Gerbach1@t-online.de	,-,öffentliche Schule,N,-,58,29,29,55,3,3,-,-,58,-,-,-,4,-,-,-
Grundschule,Donnersbergkreis,Göllheim,26780,Schule am Königspfad               ,Grundschule                        ,Jahnstr. 1,67307,Göllheim,	(06351)122570	,	(06351)1225718	,	gsg@vg-goellheim.de	,http://www.gs-goellheim.de,öffentliche Schule,N,Angebotsform,281,143,138,266,15,80,65,-,281,-,-,-,12,7,-,3
Grundschule,Donnersbergkreis,Imsweiler,14218,Paula-Best Grundschule             ,Imsweiler/Gehrweiler               ,Alsenzstr. 12,67808,Imsweiler,	(06361)1057	,	06302 924876	,	info@paula-best-grundschule.de	,-,öffentliche Schule,N,-,48,24,24,48,-,-,-,-,48,-,-,-,3,1,-,-
Grundschule,Donnersbergkreis,Kerzenheim,14492,Grundschule Kerzenheim             ,-,Schulstr. 5,67304,Kerzenheim,	(06351)7252	,	06351/398721	,	gs.kerzenheim@t-online.de	,www.gs-kerzenheim.de,öffentliche Schule,N,-,68,27,41,66,2,21,19,-,68,-,-,-,2,2,-,-
Grundschule,Donnersbergkreis,Kirchheimbolanden  ,14566,Grundschule Kirchheimbolanden      ,-,Linsenpfad 4,67292,Kirchheimbolanden  ,	(06352)3674	,	(06352)749878	,	grundschule-kibo@freenet.de	,http://www.grundschule-kirchheimbolanden.de,öffentliche Schule,N,Angebotsform,389,228,161,317,72,154,82,-,389,-,-,-,19,9,-,1
Grundschule,Donnersbergkreis,Kriegsfeld,14849,"Wetterhaag-Schule, Grundschule     ",-,Hinter Kirch 8,67819,Kriegsfeld,	(06358)450	,	(06358)809366	,	gskriegsfeld@web.de	,-,öffentliche Schule,N,-,56,28,28,56,-,-,-,-,56,-,-,-,3,2,-,-
Grundschule,Donnersbergkreis,Marnheim,15363,Grundschule Marnheim               ,-,Kirchstr. 17,67297,Marnheim,	(06352)2557	,	06352-702247	,	gsmarnheim@web.de	,-,öffentliche Schule,N,-,94,51,43,94,-,24,24,-,94,-,-,-,5,2,-,-
Grundschule,Donnersbergkreis,Münchweiler an der Alsenz,15676,Astrid Lindgren-Schule             ,Grundschule Münchweiler/Alsenz     ,Ringstr. 23,67728,Münchweiler an der Alsenz,	(06302)3026	,	(06302)982676	,	astrid-lindgren-gs@t-online.de	,http://www.astrid-lindgren-gs.de/,öffentliche Schule,N,-,138,62,76,138,-,2,2,-,138,-,-,-,7,6,-,-
Grundschule,Donnersbergkreis,Münsterappel,24105,Grundschule                        ,Regenbogenschule Münsterappel      ,Schulstr.4,67822,Münsterappel,	(06362)8710	,	06362-994966	,	gsmappel@gmx.de	,-,öffentliche Schule,N,-,59,28,31,57,2,2,-,-,59,-,-,-,1,4,-,-
Grundschule,Donnersbergkreis,Obermoschel  ,24091,Grundschule Obermoschel            ,-,Am Klausengarten 2,67823,Obermoschel  ,	(06362)8776	,	(06362)994360	,	GSObermoschel@t-online.de	,http://www.Landsbergschule-Obermoschel.de,öffentliche Schule,N,-,65,29,36,63,2,3,1,-,65,-,-,-,3,2,-,-
Grundschule,Donnersbergkreis,Ramsen,16577,Grundschule Ramsen                 ,-,Klosterstr. 18,67305,Ramsen,	(06351)5109	,	(06351)123866	,	grundschule-ramsen@web.de	,-,öffentliche Schule,N,-,66,27,39,66,-,-,-,-,66,-,-,-,4,-,-,-
Grundschule,Donnersbergkreis,Rockenhausen  ,16744,Anne-Frank-Grundschule             ,-,Brühlgasse 21,67806,Rockenhausen  ,	(06361)92410	,	(06361)924118	,	annefrank-gs@t-online.de	,http://annefrank-gs.bildung-rp.de,öffentliche Schule,N,Angebotsform,161,82,79,159,2,21,19,-,161,-,-,-,10,2,-,1
Grundschule,Donnersbergkreis,Sippersfeld,17209,Grundschule Sippersfeld            ,-,Amtsstr. 9a,67729,Sippersfeld,	(06357)7559	,	(06357)964808	,	GS_Sipp@t-online.de	,http://www.grundschule-sippersfeld.de,öffentliche Schule,N,-,105,52,53,100,5,5,-,-,105,-,-,-,5,2,-,-
Grundschule,Donnersbergkreis,Stetten,17572,Grundschule Stetten                ,-,Hohlstr. 6,67294,Stetten,	(06355)2271	,	(06355)955484	,	gsstetten@gmx.de	,-,öffentliche Schule,N,-,69,35,34,65,4,5,1,-,69,-,-,-,2,3,-,-
Grundschule,Donnersbergkreis,Waldgrehweiler,12450,Grundschule Waldgrehweiler         ,-,Felsenstr. 6,67822,Waldgrehweiler,	(06364)1805	,	(06364) 175267	,	GS-Waldgrehweiler@t-online.de	,http://www.gs-waldgrehweiler.de,öffentliche Schule,N,-,48,26,22,48,-,-,-,-,48,-,-,-,2,2,-,-
Grundschule,Donnersbergkreis,Winnweiler,20830,Maria-Montessori-Grundschule       ,-,Schulstr. 19 a,67722,Winnweiler,	(06302)2731	,	(06302)982155	,	info@grundschule-winnweiler.de	,http://www.Grundschule-Winnweiler.de,öffentliche Schule,N,Angebotsform,182,89,93,152,30,41,11,-,182,-,-,-,7,5,-,-
Grundschule,Donnersbergkreis,Zellertal,11755,Zellertal-Schule                   ,Grundschule                        ,Zeller Straße 3,67308,Zellertal,	(06355)953930	,	(06355)9539318	,	gsz@zellertal-schule.de	,http://www.zellertal-schule.de,öffentliche Schule,N,-,147,78,69,143,4,11,7,-,147,-,-,-,5,7,-,-
Grundschule,"Eifelkreis Bitburg-Prüm, LK",Arzfeld,11905,Grundschule St. Christophorus      ,-,Schulstr. 10,54687,Arzfeld,	(06550)1275	,	(06550)929849	,	GSArzfeld@t-online.de	,-,öffentliche Schule,N,-,83,48,35,75,8,10,2,-,83,-,-,-,5,2,-,-
Grundschule,"Eifelkreis Bitburg-Prüm, LK",Bettingen,24271,Prümtal-Grundschule                ,-,Maximinstr. 3,54646,Bettingen,	(06527)93111	,	(06527)93112	,	GS-Bettingen@t-online.de	,http://www.grundschule-bettingen.de,öffentliche Schule,N,-,73,36,37,70,3,4,1,-,73,-,-,-,3,5,-,-
Grundschule,"Eifelkreis Bitburg-Prüm, LK",Bickendorf,24285,Wilhelm-Busch-Schule               ,Grundschule                        ,Ließemer Str. 5,54636,Bickendorf,	(06569)963136	,	(06569)963138	,	gsbickendorf-seffern@t-online.de oder	,-,öffentliche Schule,N,-,54,22,32,51,3,3,-,-,54,-,-,-,4,1,-,-
Grundschule,"Eifelkreis Bitburg-Prüm, LK",Bitburg  ,12464,Grundschule Bitburg-Nord           ,-,Theobald-Simon-Str. 10,54634,Bitburg  ,	(06561)97106-0	,	(06561)97106-20	,	grundschule-nord@bitburg.de	,http://www.gs-bitburg-nord.de,öffentliche Schule,N,-,159,93,66,151,8,41,33,-,159,-,-,-,6,7,-,-
Grundschule,"Eifelkreis Bitburg-Prüm, LK",Bitburg  ,12477,Grundschule Bitburg-Süd            ,-,Borenweg,54634,Bitburg  ,	(06561)693890	,	(06561)6938920	,	grundschule-sued@bitburg.de	,http://www.gs-bitburg-sued.de/,öffentliche Schule,N,Angebotsform,171,71,100,131,40,107,67,-,171,-,-,-,9,4,-,1
Grundschule,"Eifelkreis Bitburg-Prüm, LK",Bitburg  ,20500,Bischöfliche Grundschule           ,St. Matthias                       ,Prümer Str.,54634,Bitburg  ,	(06561)949010	,	(06561)949015	,	grundschule@gs-st-matthias	,http://www.gs-st-matthias.de,private Schule,N,Angebotsform,201,107,94,198,3,3,-,-,201,-,-,-,9,3,-,2
Grundschule,"Eifelkreis Bitburg-Prüm, LK",Bleialf,12493,Grundschule Bleialf                ,-,Im Gäßchen 6,54608,Bleialf,	(06555)900 93-0	,	(06555)900 93-20	,	gsbleialf@gmx.de	,-,öffentliche Schule,N,Angebotsform,188,81,107,176,12,12,-,-,188,-,-,-,8,6,-,-
Grundschule,"Eifelkreis Bitburg-Prüm, LK",Bollendorf,12554,Grundschule Bollendorf             ,-,Sauerstaden,54669,Bollendorf,	(06526)443	,	(06526)931049	,	gsbollendorf@web.de	,-,öffentliche Schule,N,-,98,52,46,72,26,29,3,-,98,-,-,-,5,3,-,-
